Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,TOV,GmSc,FGA,3PA,Games_Played,Efficiency_Rating,Usage_Rate,Impact_Score,Scoring_Focus,Rebounding_Focus,Playmaking_Focus,Cluster_KMeans,Cluster_DBSCAN,Archetype,Elite_Trajectory,Player_Name,Impact_Score_Rank
GSW,17.68,5.5,2.62,1.33,0.75,0.21,0.34,0.31,0.1,0.38,4.24,5.5,3.96,24,10.030000000000001,15.963800904977376,5.977,0.582010582010582,0.27724867724867724,0.14074074074074072,5,0,Role Player,0,Lindy Waters,341.0
GSW,16.51,5.5,2.43,0.71,0.36,0.36,0.32,0.27,0.12,0.57,3.49,5.21,3.79,14,8.79,16.80436099333737,5.08,0.6365740740740741,0.28125,0.08217592592592592,1,0,Primary Scorer,0,Lindy Waters III,359.0
CHI,21.57,7.17,3.43,3.47,1.47,0.5,0.37,0.34,0.19,1.2,7.17,6.53,5.4,30,14.84,17.201668984700973,9.471,0.509594882729211,0.24378109452736318,0.24662402274342574,2,0,Combo Guard,0,Lonzo Ball,219.0
OKC,29.0,9.71,4.38,1.67,1.06,0.67,0.4,0.37,0.3,0.73,8.0,8.04,5.5,48,16.76,14.515862068965516,10.628,0.6161167512690356,0.2779187817258883,0.10596446700507614,4,0,Primary Scorer,0,Luguentz Dort,191.0
DAL,35.66,28.14,8.32,7.82,2.0,0.41,0.46,0.35,0.77,3.41,22.7,21.18,9.64,22,43.28,33.09927089175547,28.874,0.6355013550135501,0.1878952122854562,0.17660343270099368,3,0,Elite Sharpshooter,1,Luka Dončić,4.0
MIN,5.18,3.4,1.3,0.1,0.1,0.05,0.41,0.15,0.22,0.3,2.21,2.75,0.9,20,4.6499999999999995,28.26254826254826,2.9419999999999997,0.7083333333333334,0.27083333333333337,0.020833333333333336,1,-1,Primary Scorer,0,Luka Garza,423.0
MEM,22.16,9.71,2.92,3.45,0.66,0.08,0.43,0.44,0.4,1.08,9.03,6.89,4.58,38,15.74,17.263537906137184,11.043,0.6038557213930348,0.181592039800995,0.21455223880597013,2,0,Combo Guard,0,Luke Kennard,180.0
BOS,16.93,5.13,4.93,1.57,0.5,0.93,0.53,0.0,0.33,0.41,7.23,3.2,0.0,46,12.649999999999999,10.235085646780865,8.856,0.4411006018916595,0.4239036973344798,0.13499570077386072,0,0,Glass Cleaner,0,Luke Kornet,241.0
SAS,9.57,4.53,1.1,0.87,0.23,0.07,0.36,0.3,0.24,0.93,2.62,3.77,1.77,30,5.870000000000002,23.57366771159875,3.5950000000000006,0.6969230769230769,0.1692307692307692,0.13384615384615384,1,0,Primary Scorer,0,Malaki Branham,406.0
WAS,24.13,13.1,3.95,3.95,0.52,0.24,0.42,0.28,0.72,1.62,10.36,10.24,2.43,21,20.139999999999997,23.592208868628262,13.293999999999997,0.6238095238095238,0.1880952380952381,0.1880952380952381,3,0,Elite Sharpshooter,0,Malcolm Brogdon,133.0
DET,27.93,16.4,2.88,1.81,0.92,0.04,0.42,0.4,0.44,1.1,10.85,13.19,9.37,52,20.949999999999996,24.558539205155746,13.879999999999997,0.7776197249881461,0.13655761024182078,0.08582266477003321,3,0,Elite Sharpshooter,0,Malik Beasley,121.0
SAC,32.06,18.09,3.79,5.74,1.02,0.6,0.44,0.3,0.66,2.12,13.77,14.86,6.84,43,27.119999999999997,25.42233312538989,17.775,0.6549601737871108,0.13721940622737147,0.20782041998551776,3,0,Elite Sharpshooter,1,Malik Monk,74.0
MIL,4.57,1.93,1.19,0.3,0.11,0.04,0.26,0.2,0.17,0.48,1.1,1.74,0.78,27,3.09,23.31728665207877,1.697,0.5643274853801169,0.347953216374269,0.08771929824561403,5,-1,Role Player,0,MarJon Beauchamp,453.0
DET,14.25,5.85,1.24,2.32,0.68,0.1,0.4,0.27,0.24,0.95,4.68,4.9,2.51,41,9.24,19.705263157894738,6.048,0.6216790648246546,0.13177470775770456,0.2465462274176408,2,0,Combo Guard,0,Marcus Sasser,335.0
MEM,21.06,8.68,2.26,3.74,1.21,0.32,0.35,0.31,0.35,1.84,6.75,7.79,4.74,19,14.370000000000001,21.94871794871795,9.036,0.5912806539509536,0.1539509536784741,0.25476839237057225,2,0,Combo Guard,0,Marcus Smart,235.0
CHO,25.01,15.57,9.61,2.48,0.65,1.17,0.58,0.0,0.72,1.0,15.71,10.39,0.04,23,28.479999999999997,21.860055977608955,19.540999999999997,0.5629067245119306,0.3474331164135936,0.08966015907447578,4,0,Primary Scorer,1,Mark Williams,56.0
WAS,8.76,4.89,2.95,0.37,0.37,0.26,0.47,0.04,0.3,0.58,4.34,3.74,0.53,19,8.259999999999998,23.67123287671233,5.515999999999999,0.5956151035322778,0.3593179049939099,0.04506699147381243,5,-1,Role Player,0,Marvin Bagley,347.0
PHO,17.75,3.94,6.36,1.86,0.48,0.76,0.5,0.0,0.34,0.9,5.6,2.64,0.04,50,12.5,9.572957746478874,7.67,0.32401315789473684,0.5230263157894737,0.1529605263157895,0,-1,Glass Cleaner,0,Mason Plumlee,280.0
CHI,14.25,5.96,2.84,0.44,0.26,0.88,0.37,0.29,0.37,0.58,4.36,5.0,2.42,50,9.8,18.795789473684213,5.992,0.645021645021645,0.30735930735930733,0.047619047619047616,1,0,Primary Scorer,0,Matas Buzelis,339.0
NYK,3.64,1.47,0.41,0.06,0.12,0.0,0.17,0.11,0.06,0.18,0.65,1.59,0.94,17,1.8800000000000001,23.340659340659343,1.0190000000000001,0.7577319587628866,0.211340206185567,0.030927835051546393,1,-1,Primary Scorer,0,Matt Ryan,467.0
LAL,25.33,8.75,2.88,1.52,0.75,0.46,0.47,0.37,0.52,0.85,7.02,6.44,3.54,48,13.51,13.814449269640743,8.966999999999999,0.6653992395437263,0.21901140684410647,0.11558935361216731,4,0,Primary Scorer,0,Max Christie,237.0
CLE,24.82,8.5,4.33,2.96,0.62,0.38,0.42,0.35,0.17,1.0,7.49,7.12,5.62,24,15.79,15.703464947622887,9.979999999999999,0.5383153894870172,0.27422419252691577,0.18746041798606713,4,0,Primary Scorer,0,Max Strus,207.0
DAL,18.73,3.03,2.79,1.26,0.26,0.5,0.32,0.21,0.19,0.68,2.61,2.82,1.44,34,7.16,8.969567538707954,3.9749999999999996,0.4279661016949152,0.3940677966101695,0.17796610169491525,0,0,Glass Cleaner,0,Maxi Kleber,389.0
UTA,17.29,3.73,3.82,0.73,0.23,0.41,0.4,0.32,0.12,0.64,3.46,3.14,2.5,22,8.28,10.493927125506072,4.905999999999999,0.45048309178743967,0.4613526570048309,0.08816425120772947,0,0,Glass Cleaner,0,Micah Potter,365.0
DEN,34.39,18.63,6.6,2.7,0.73,0.4,0.52,0.41,0.64,1.5,14.72,13.67,6.1,30,27.559999999999995,21.173596975865077,18.572,0.6670247046186897,0.23630504833512353,0.09667024704618692,4,0,Primary Scorer,1,Michael Porter,67.0
DEN,31.76,19.41,6.45,1.45,0.5,0.59,0.52,0.42,0.61,1.18,15.4,13.77,6.82,22,27.22,22.59445843828715,18.945999999999998,0.7107286708165508,0.23617722445990483,0.05309410472354449,4,0,Primary Scorer,1,Michael Porter Jr.,59.0
NYK,38.34,18.2,3.1,3.25,0.98,0.53,0.49,0.34,0.37,1.57,13.26,15.08,6.65,51,24.490000000000002,20.84507042253521,16.629,0.7413441955193483,0.12627291242362526,0.13238289205702647,3,0,Elite Sharpshooter,1,Mikal Bridges,84.0
MIN,25.09,8.23,2.68,4.6,1.23,0.19,0.37,0.4,0.46,1.09,8.26,7.0,4.64,47,15.84,15.477082502989239,10.533999999999999,0.5306254029658285,0.17279174725983237,0.29658284977433913,2,0,Combo Guard,0,Mike Conley,193.0
CHO,32.0,19.6,7.71,3.8,0.66,0.6,0.44,0.31,0.77,1.97,14.64,16.49,6.71,35,30.400000000000006,27.689999999999998,19.368000000000002,0.6300225008036001,0.2478302796528447,0.1221472195435551,3,0,Elite Sharpshooter,1,Miles Bridges,58.0
NYK,23.27,9.15,2.39,2.73,0.85,0.17,0.42,0.35,0.36,0.71,7.54,7.85,4.59,41,14.580000000000002,17.657069187795443,9.652000000000001,0.6412053258584443,0.1674842326559215,0.19131044148563417,2,0,Combo Guard,0,Miles McBride,214.0
LAC,12.25,5.58,5.0,0.42,0.08,0.75,0.6,0.24,0.33,0.75,5.28,3.75,1.92,12,11.08,17.632653061224488,7.02,0.5072727272727273,0.45454545454545453,0.03818181818181818,5,0,Role Player,0,Mo Bamba,305.0
LAC,12.84,3.81,3.75,0.69,0.5,1.19,0.39,0.26,0.28,0.62,3.51,3.62,1.69,16,9.32,15.850467289719628,5.253,0.46181818181818185,0.45454545454545453,0.08363636363636363,0,0,Glass Cleaner,0,Mohamed Bamba,354.0
PHO,13.02,4.97,1.41,1.67,0.41,0.08,0.37,0.21,0.31,0.41,4.18,4.26,1.82,39,8.13,17.216589861751153,5.365,0.617391304347826,0.17515527950310555,0.2074534161490683,2,0,Combo Guard,0,Monte Morris,350.0
ORL,18.8,12.87,4.93,1.4,0.8,0.4,0.54,0.34,0.6,1.63,10.22,8.3,2.5,30,18.769999999999996,25.353191489361702,12.784999999999998,0.6703125000000001,0.2567708333333334,0.07291666666666669,1,0,Primary Scorer,0,Moritz Wagner,143.0
GSW,18.54,9.07,2.16,1.12,0.47,0.3,0.43,0.37,0.4,0.72,6.3,7.0,4.33,43,12.400000000000002,19.98705501618123,8.129999999999999,0.7344129554655869,0.1748987854251012,0.09068825910931173,1,0,Primary Scorer,0,Moses Moody,264.0
CHO,19.01,4.69,7.12,0.88,0.69,0.67,0.5,0.0,0.26,0.93,6.5,3.29,0.05,42,13.120000000000001,10.655444502893213,8.486,0.36958234830575254,0.5610717100078801,0.06934594168636721,0,-1,Glass Cleaner,0,Moussa Diabaté,255.0
IND,30.59,15.09,6.57,1.52,0.83,1.78,0.47,0.36,0.61,1.93,11.59,11.3,5.13,46,23.86,20.759725400457665,15.270999999999999,0.6509922346850734,0.2834339948231234,0.06557377049180328,4,0,Primary Scorer,1,Myles Turner,103.0
DAL,24.46,11.18,3.54,2.56,0.97,0.1,0.47,0.22,0.55,1.38,8.94,8.87,2.9,39,16.97,20.114472608340147,11.348999999999998,0.6469907407407408,0.20486111111111113,0.14814814814814817,4,0,Primary Scorer,0,Naji Marshall,176.0
MIN,25.96,14.0,5.24,1.9,0.78,0.86,0.47,0.39,0.56,1.2,10.97,10.75,5.31,51,21.580000000000002,22.095531587057007,14.153,0.662251655629139,0.2478713339640492,0.08987701040681173,4,0,Primary Scorer,1,Naz Reid,119.0
BOS,14.5,5.15,3.7,0.68,0.32,0.7,0.51,0.0,0.33,0.62,5.22,3.3,0.05,40,9.930000000000001,12.97655172413793,6.633,0.540398740818468,0.38824763903462745,0.07135362014690451,5,0,Role Player,0,Neemias Queta,314.0
BRK,26.51,9.91,7.49,1.96,0.93,1.31,0.55,0.02,0.35,1.2,9.9,7.91,0.31,45,20.4,16.494907582044508,13.049999999999999,0.5118801652892562,0.38688016528925623,0.1012396694214876,4,0,Primary Scorer,0,Nic Claxton,139.0
CHO,22.01,9.0,8.5,1.09,0.31,1.19,0.5,0.0,0.51,1.62,8.73,5.69,0.06,32,18.47,15.941844616083596,11.652,0.4841312533620226,0.457235072619688,0.05863367401828941,0,0,Glass Cleaner,0,Nick Richards,167.0
CHO,8.9,3.14,0.79,0.71,0.29,0.07,0.31,0.28,0.04,0.21,1.81,3.5,1.93,14,4.790000000000001,20.00898876404494,2.704,0.6767241379310345,0.17025862068965517,0.15301724137931033,1,0,Primary Scorer,0,Nick Smith,426.0
CHO,25.96,11.82,3.0,2.53,0.41,0.24,0.4,0.37,0.26,1.59,7.33,10.71,5.82,17,16.41,22.742681047765796,10.053999999999998,0.6812680115273775,0.17291066282420747,0.14582132564841496,3,0,Elite Sharpshooter,0,Nick Smith Jr.,205.0
MIN,23.89,8.62,2.9,2.4,0.6,0.29,0.45,0.41,0.34,1.21,6.49,7.06,4.27,52,13.599999999999998,16.616157388028462,8.623,0.6192528735632183,0.20833333333333331,0.17241379310344826,4,0,Primary Scorer,0,Nickeil Alexander-Walker,251.0
LAC,17.47,3.37,2.84,1.33,0.63,0.41,0.34,0.33,0.11,0.43,3.71,2.88,2.37,49,8.15,9.094447624499141,5.042,0.44694960212201595,0.376657824933687,0.17639257294429708,0,0,Glass Cleaner,0,Nicolas Batum,361.0
DEN,36.23,29.7,12.7,10.33,1.83,0.67,0.59,0.5,0.8,3.09,30.57,19.72,4.5,46,52.14,30.220259453491582,37.041,0.5632467286174854,0.2408496112270055,0.19590366015550922,3,0,Elite Sharpshooter,1,Nikola Jokić,1.0
MIA,25.01,11.05,3.93,2.95,0.88,0.29,0.45,0.36,0.57,1.34,9.3,8.1,4.46,41,17.759999999999998,18.117552978808476,11.838,0.6162855549358617,0.21918572225320693,0.16452872281093142,4,0,Primary Scorer,0,Nikola Jović,163.0
CHI,32.25,19.51,10.39,3.55,0.92,0.69,0.55,0.38,0.53,1.59,17.7,14.61,4.63,51,33.47,24.111627906976743,22.430999999999997,0.5832585949177878,0.3106128550074738,0.1061285500747384,4,0,Primary Scorer,1,Nikola Vučević,28.0
BRK,23.04,9.43,3.92,0.81,0.51,0.51,0.37,0.3,0.46,1.03,5.92,8.08,5.65,37,14.15,18.979166666666668,8.389,0.6659604519774011,0.2768361581920904,0.057203389830508475,1,0,Primary Scorer,0,Noah Clowney,256.0
LAC,33.25,23.93,3.6,2.24,1.31,0.19,0.5,0.44,0.74,2.05,16.56,16.81,7.9,42,29.220000000000002,27.226466165413534,20.357999999999997,0.8038293584145112,0.12092710782667114,0.07524353375881761,3,-1,Elite Sharpshooter,1,Norman Powell,45.0
NYK,36.28,16.37,4.71,2.02,1.41,0.88,0.47,0.34,0.58,1.31,12.82,12.8,5.76,49,24.080000000000002,18.66813671444322,16.198,0.7086580086580087,0.20389610389610388,0.08744588744588744,4,0,Primary Scorer,1,OG Anunoby,89.0
IND,19.02,9.85,4.0,1.51,0.66,0.36,0.51,0.3,0.37,0.7,8.49,7.11,3.36,47,15.68,19.709779179810727,10.646999999999998,0.6412760416666666,0.2604166666666667,0.09830729166666667,1,0,Primary Scorer,0,Obi Toppin,190.0
TOR,27.81,10.3,3.74,1.63,0.89,0.59,0.52,0.36,0.21,0.74,8.6,8.09,3.93,46,16.410000000000004,15.240560949298816,10.943000000000001,0.6573069559668155,0.23867262284620291,0.10402042118698147,4,0,Primary Scorer,0,Ochai Agbaji,182.0
DAL,9.85,3.46,2.37,0.71,0.46,0.12,0.29,0.09,0.27,0.32,3.2,3.02,1.0,41,6.8,16.276142131979697,4.279999999999999,0.5290519877675841,0.3623853211009174,0.10856269113149847,5,0,Role Player,0,Olivier-Maxence Prosper,380.0
ATL,25.11,12.16,7.98,2.02,0.82,0.82,0.56,0.2,0.5,1.0,12.3,8.49,1.62,45,22.8,18.140979689366787,15.45,0.5487364620938628,0.3601083032490975,0.09115523465703972,4,0,Primary Scorer,1,Onyeka Okongwu,100.0
SAC,8.95,3.0,2.24,0.94,0.35,0.18,0.35,0.06,0.43,0.59,2.41,2.65,0.59,17,6.119999999999999,17.37653631284916,3.5229999999999997,0.4854368932038835,0.36245954692556637,0.15210355987055016,5,0,Role Player,0,Orlando Robinson,409.0
PHO,14.99,3.58,3.28,0.98,0.45,0.38,0.49,0.0,0.19,0.57,3.66,2.7,0.05,40,8.1,10.47098065376918,4.991999999999999,0.4566326530612245,0.4183673469387755,0.125,0,0,Glass Cleaner,0,Oso Ighodaro,363.0
OKC,11.4,3.86,2.34,0.93,0.52,0.21,0.34,0.22,0.2,0.52,3.2,3.59,2.03,29,7.339999999999998,17.305263157894736,4.441999999999999,0.541374474053296,0.32819074333800846,0.13043478260869568,5,0,Role Player,0,Ousmane Dieng,375.0
DAL,32.94,14.43,8.36,2.33,1.21,1.0,0.44,0.36,0.47,1.9,11.72,11.83,4.26,42,25.43,20.00728597449909,15.833,0.5744426751592357,0.3328025477707007,0.0927547770700637,4,0,Primary Scorer,1,P.J. Washington,96.0
DEN,2.89,0.92,1.08,0.17,0.0,0.08,0.17,0.0,0.12,0.08,0.78,0.83,0.33,12,2.17,15.11418685121107,1.1969999999999998,0.42396313364055305,0.4976958525345623,0.0783410138248848,0,0,Glass Cleaner,0,PJ Hall,464.0
NYK,6.39,1.46,1.0,0.38,0.08,0.15,0.21,0.15,0.08,0.08,1.09,1.54,1.08,13,2.9899999999999998,12.169014084507044,1.66,0.5140845070422535,0.35211267605633806,0.13380281690140847,5,0,Role Player,0,Pacome Dadiet,454.0
ORL,33.41,22.32,7.16,4.95,0.74,0.79,0.42,0.27,0.58,3.11,14.73,18.58,5.26,19,32.85,31.161927566596827,20.166,0.6482718559395876,0.20795817600929423,0.14376996805111822,3,0,Elite Sharpshooter,1,Paolo Banchero,50.0
IND,33.1,20.7,7.38,3.42,0.9,0.46,0.54,0.41,0.75,1.3,17.23,15.02,4.24,50,31.56,23.666465256797583,21.529,0.6571428571428571,0.2342857142857143,0.10857142857142857,3,0,Elite Sharpshooter,1,Pascal Siakam,36.0
MIL,15.25,4.3,2.73,1.67,0.13,0.3,0.43,0.33,0.21,0.57,3.78,3.8,2.1,30,8.56,13.754754098360655,5.214,0.4942528735632184,0.3137931034482759,0.19195402298850575,5,0,Role Player,0,Pat Connaughton,355.0
GSW,7.72,3.15,1.5,1.55,0.45,0.1,0.28,0.03,0.22,0.6,2.88,3.0,0.6,20,6.15,22.383419689119172,3.8609999999999998,0.5080645161290323,0.24193548387096772,0.25,2,-1,Combo Guard,0,Pat Spencer,393.0
WAS,4.5,2.08,0.92,0.08,0.15,0.15,0.4,0.23,0.08,0.15,1.65,1.54,0.85,13,3.23,18.026666666666667,2.1239999999999997,0.6753246753246753,0.2987012987012987,0.025974025974025972,1,0,Primary Scorer,0,Patrick Baldwin,444.0
CHI,26.7,9.4,4.17,2.17,0.79,0.62,0.37,0.35,0.47,1.36,6.82,8.83,4.62,42,15.790000000000003,18.319101123595505,9.511000000000001,0.5972045743329097,0.26493011435832275,0.13786531130876747,4,0,Primary Scorer,0,Patrick Williams,217.0
UTA,14.84,4.11,1.17,1.22,0.72,0.17,0.26,0.22,0.17,0.89,2.57,4.39,3.33,18,6.5,17.078167115902964,3.7489999999999997,0.6323076923076923,0.18,0.18769230769230769,2,0,Combo Guard,0,Patty Mills,397.0
PHI,31.97,16.78,5.34,4.47,1.72,0.38,0.42,0.36,0.58,2.62,12.34,14.34,6.53,32,26.069999999999997,25.463872380356587,16.459,0.6310643098909365,0.20082737871380218,0.16810831139526136,3,0,Elite Sharpshooter,1,Paul George,87.0
DET,9.81,4.31,2.52,1.0,1.07,0.55,0.44,0.18,0.29,0.48,4.82,3.17,0.62,29,8.97,17.85932721712538,6.065,0.5504469987228607,0.3218390804597701,0.1277139208173691,5,0,Role Player,0,Paul Reed,334.0
BOS,27.68,13.86,3.67,3.43,0.88,0.2,0.45,0.38,0.34,1.02,11.87,10.35,7.61,51,21.02,19.716763005780347,14.614999999999998,0.6612595419847328,0.17509541984732824,0.16364503816793893,4,0,Primary Scorer,1,Payton Pritchard,113.0
MIA,12.8,3.85,1.48,0.94,0.45,0.12,0.36,0.21,0.27,0.36,2.94,2.97,1.42,33,6.4799999999999995,12.487499999999999,4.002,0.6140350877192983,0.2360446570972887,0.1499202551834131,5,0,Role Player,0,Pelle Larsson,388.0
DEN,24.15,8.08,3.44,1.5,0.85,1.23,0.46,0.28,0.49,0.9,7.27,6.19,1.96,48,14.2,14.091925465838512,9.349,0.620583717357911,0.2642089093701997,0.1152073732718894,4,0,Primary Scorer,0,Peyton Watson,225.0
NYK,20.47,6.53,5.83,1.03,1.03,0.77,0.57,0.19,0.3,0.83,7.29,5.07,0.7,30,14.359999999999998,13.834880312652665,9.410999999999998,0.48767737117251686,0.4353995519044063,0.07692307692307693,0,0,Glass Cleaner,0,Precious Achiuwa,223.0
DAL,22.87,10.29,3.77,2.15,0.67,0.23,0.42,0.33,0.44,1.29,7.89,7.79,4.29,48,15.82,19.05728027984259,10.268999999999998,0.6347933374460211,0.23257248611967926,0.13263417643429984,4,0,Primary Scorer,0,Quentin Grimes,199.0
IND,14.09,5.67,1.5,1.72,0.5,0.28,0.36,0.13,0.31,0.61,4.69,4.22,1.33,18,9.06,16.454222853087295,6.0009999999999994,0.6377952755905512,0.1687289088863892,0.1934758155230596,2,0,Combo Guard,0,Quenton Jackson,337.0
GSW,14.13,7.08,3.38,1.77,0.15,0.23,0.38,0.27,0.38,0.54,5.61,5.92,3.62,13,12.07,21.9447983014862,7.548,0.5789043336058871,0.276369582992641,0.14472608340147178,5,0,Role Player,0,Quinten Post,289.0
TOR,33.28,21.59,6.63,5.68,0.8,0.32,0.48,0.37,0.54,3.02,15.33,17.29,5.24,41,31.999999999999996,29.293269230769226,20.330999999999996,0.6368731563421829,0.19557522123893806,0.16755162241887905,3,0,Elite Sharpshooter,1,RJ Barrett,46.0
POR,7.89,2.49,1.14,0.46,0.23,0.06,0.27,0.15,0.14,0.46,1.72,2.23,1.0,35,3.92,16.365019011406844,2.38,0.6088019559902201,0.2787286063569682,0.11246943765281174,5,0,Role Player,0,Rayan Rupert,438.0
GSW,10.84,2.25,0.75,1.55,0.65,0.1,0.28,0.1,0.15,0.5,2.19,2.5,0.9,20,4.8,13.284132841328413,2.973,0.4945054945054945,0.16483516483516483,0.34065934065934067,2,-1,Combo Guard,0,Reece Beekman,422.0
HOU,11.82,3.56,1.44,1.14,0.64,0.39,0.3,0.25,0.1,0.64,2.41,4.19,2.58,36,6.529999999999999,19.614213197969544,3.646,0.5798045602605864,0.23452768729641693,0.18566775244299674,2,0,Combo Guard,0,Reed Sheppard,404.0
PHI,12.39,4.39,1.35,1.45,0.52,0.1,0.35,0.26,0.13,0.55,3.15,4.29,2.39,31,7.260000000000001,18.750605326876514,4.382999999999999,0.6105702364394993,0.18776077885952713,0.20166898470097355,2,0,Combo Guard,0,Reggie Jackson,377.0
WAS,13.94,4.86,4.64,1.07,0.14,0.57,0.47,0.0,0.48,0.36,5.69,3.29,0.14,14,10.920000000000002,12.568149210903874,7.259,0.45979186376537373,0.43897824030274357,0.1012298959318827,0,0,Glass Cleaner,0,Richaun Holmes,296.0
PHI,12.5,5.45,2.05,0.73,0.32,0.23,0.34,0.2,0.4,0.36,4.22,4.18,1.59,22,8.420000000000002,17.433600000000002,5.48,0.6622114216281896,0.24908869987849327,0.08869987849331712,1,0,Primary Scorer,0,Ricky Council,348.0
PHI,17.41,7.9,2.76,1.57,0.62,0.1,0.46,0.31,0.45,0.81,5.97,6.57,3.1,21,12.139999999999999,20.346927053417577,7.820999999999999,0.6459525756336877,0.2256745707277187,0.12837285363859363,1,0,Primary Scorer,0,Ricky Council IV,276.0
MIN,11.63,5.67,1.11,2.33,0.33,0.0,0.39,0.29,0.06,1.33,3.83,4.85,1.93,27,8.11,25.50644883920894,5.114,0.6223929747530187,0.12184412733260155,0.25576289791437984,2,-1,Combo Guard,0,Rob Dillingham,358.0
POR,17.68,5.67,6.0,1.11,0.61,1.72,0.52,0.06,0.33,0.94,7.49,3.78,0.17,18,14.17,12.81447963800905,9.494,0.44366197183098594,0.4694835680751174,0.08685446009389673,0,0,Glass Cleaner,0,Robert Williams,218.0
DET,15.49,6.33,2.71,0.83,0.6,0.13,0.43,0.19,0.42,0.87,4.18,5.31,2.06,52,9.73,19.15041962556488,5.845,0.6413373860182371,0.2745694022289767,0.08409321175278622,1,0,Primary Scorer,0,Ron Holland,342.0
PHO,25.36,9.44,5.09,2.11,0.96,0.56,0.42,0.39,0.18,0.93,8.13,7.82,5.76,45,17.23,16.561514195583598,10.86,0.5673076923076923,0.3058894230769231,0.1268028846153846,4,0,Primary Scorer,0,Royce O'Neale,184.0
MIN,33.27,10.71,10.38,1.83,0.71,1.56,0.66,0.0,0.6,1.35,12.7,6.42,0.0,52,23.84,11.210099188458068,16.041999999999998,0.46727748691099474,0.45287958115183247,0.07984293193717278,0,0,Glass Cleaner,1,Rudy Gobert,92.0
LAL,32.04,12.79,5.1,1.52,0.83,0.5,0.51,0.39,0.54,0.9,10.53,9.64,3.83,42,19.84,15.790262172284647,13.322999999999999,0.6589386913961874,0.26275115919629055,0.0783101494075219,4,0,Primary Scorer,0,Rui Hachimura,131.0
DEN,27.66,12.98,5.08,6.4,1.5,0.5,0.48,0.29,0.49,3.04,11.64,10.27,3.46,48,23.42,23.097613882863335,15.174,0.5306623058053965,0.20768601798855274,0.2616516762060507,2,0,Combo Guard,1,Russell Westbrook,105.0
PHO,19.17,6.76,3.46,0.91,0.46,0.59,0.42,0.26,0.12,0.41,5.01,6.2,3.22,46,11.77,16.550860719874805,7.037999999999999,0.6073674752920036,0.31087151841868826,0.08176100628930819,5,0,Role Player,0,Ryan Dunn,304.0
MIL,12.25,4.97,1.56,1.21,0.71,0.35,0.38,0.24,0.27,0.88,3.77,4.09,1.74,34,7.919999999999999,19.474285714285713,5.014999999999999,0.6421188630490956,0.20155038759689925,0.15633074935400518,1,0,Primary Scorer,0,Ryan Rollins,362.0
BOS,19.88,7.49,2.93,1.0,0.67,0.19,0.42,0.38,0.05,0.37,6.13,6.09,5.26,43,11.91,15.59758551307847,7.863999999999999,0.6558669001751314,0.2565674255691769,0.08756567425569177,1,0,Primary Scorer,0,Sam Hauser,274.0
CLE,18.89,7.14,1.91,1.58,0.58,0.19,0.36,0.32,0.24,0.47,5.29,5.98,5.19,43,10.929999999999998,16.389624139756485,6.981999999999999,0.671683913452493,0.17968015051740358,0.1486359360301035,1,0,Primary Scorer,0,Sam Merrill,306.0
SAS,8.32,4.71,2.42,0.48,0.23,0.26,0.51,0.34,0.23,0.42,4.25,2.97,1.74,31,7.68,19.557692307692307,5.279,0.61892247043364,0.3180026281208936,0.0630749014454665,5,0,Role Player,0,Sandro Mamukelashvili,353.0
MEM,24.59,12.65,6.74,2.53,0.81,0.53,0.47,0.35,0.38,1.09,11.46,10.14,4.65,43,22.17,21.921106140707604,14.673000000000002,0.5770985401459854,0.3074817518248175,0.11541970802919706,4,0,Primary Scorer,1,Santi Aldama,111.0
POR,26.52,12.56,3.07,5.36,1.16,0.27,0.42,0.34,0.56,2.67,9.64,9.89,4.0,45,19.75,22.733031674208146,12.673,0.5983801810385898,0.14626012386850878,0.25535969509290135,2,0,Combo Guard,0,Scoot Henderson,144.0
TOR,34.45,19.97,7.74,6.38,1.49,1.08,0.45,0.28,0.71,3.05,16.45,17.03,5.0,39,33.61000000000001,27.977939042089986,21.598,0.5858022880610149,0.22704605456145496,0.18715165737753003,3,0,Elite Sharpshooter,1,Scottie Barnes,34.0
MEM,22.51,10.85,3.48,5.06,1.06,0.36,0.45,0.33,0.44,2.09,9.26,8.7,3.06,33,18.72,23.008440693025317,12.097999999999999,0.5595667870036101,0.17947395564724083,0.26095925734914904,2,0,Combo Guard,0,Scotty Pippen ,159.0
MEM,18.81,7.39,3.22,3.67,1.5,0.33,0.42,0.16,0.47,1.39,7.22,5.78,2.33,18,14.719999999999999,18.29665071770335,9.469999999999999,0.5175070028011205,0.2254901960784314,0.2570028011204482,2,0,Combo Guard,0,Scotty Pippen Jr.,220.0
CHO,13.77,5.6,1.45,0.64,0.43,0.12,0.36,0.31,0.2,0.43,4.1,4.36,2.31,42,7.809999999999999,16.697167755991288,5.212999999999999,0.7282184655396619,0.18855656697009104,0.08322496749024708,1,0,Primary Scorer,0,Seth Curry,356.0
POR,30.45,17.39,3.82,2.39,0.82,0.23,0.44,0.32,0.66,1.89,11.06,14.43,6.14,44,22.76,25.72610837438424,14.57,0.736864406779661,0.161864406779661,0.10127118644067797,3,0,Elite Sharpshooter,1,Shaedon Sharpe,115.0
